File Path: C:\Users\apk5101\Desktop\cbPDMS_005ppt_Oven_65C_3 01-10-22 14 05 58 PM\DAQ- Crosshead, … - (Timed).txt   
Test: MTS EM Tension (Simplified) with Video Extensometer apk5101 5 
Test Run: cbPDMS_005ppt_Oven_65C_3_csa10.01
Date: 1/10/2022 12:52:17 PM


Crosshead 	Load 	Time 	Strain 1 	Video Time 
mm	N	sec	mm/mm	sec
0.0863599707372487	-0.255385667085648	0.112000003457069	-5.38021004103939E-06	8.19979953765869
0.17039715021383	-0.222434714436531	0.211999997496605	-5.38021004103939E-06	8.29979991912842
0.254374783253297	0.232145354151726	0.312000006437302	0.00251919007860124	8.39980030059814
0.338292855303735	-0.191524773836136	0.412000000476837	0.00251919007860124	8.49979972839355
0.421913136960939	0.104812853038311	0.512000024318695	0.00408317986875772	8.59980010986328
0.505771662574261	-0.420824259519577	0.611999988555908	0.00565120996907353	8.69979953765869
0.588975031860173	-0.194381162524223	0.712000012397766	0.00691701006144285	8.79979991912842
0.673012167681009	-0.0797787606716156	0.811999976634979	0.00913652963936329	8.89990043640137
0.756453780923039	0.162145614624023	0.912000000476837	0.0103379003703594	8.99979972839355
0.840074091684073	-0.0692948400974274	1.01199996471405	0.0115865003317595	9.09980010986328
0.923396553844213	0.296721637248993	1.11199998855591	0.0127772996202111	9.19979953765869
1.00665946956724	-0.352833986282349	1.21200001239777	0.0143932998180389	9.29979991912842
1.09016068745404	0.479640454053879	1.31200003623962	0.0156945995986462	9.39980030059814
1.17348309140652	-0.136880069971085	1.41199994087219	0.0169572997838259	9.49979972839355
1.25710340216756	0.0189057663083076	1.51199996471405	0.0199369005858898	9.59980010986328
1.34060450363904	0.325448513031006	1.61199998855591	0.0199369005858898	9.69979953765869
1.42356962896883	0.0640239492058754	1.71200001239777	0.021688599139452	9.79979991912842
1.50718993972987	0.385842800140381	1.81200003623962	0.0230541992932558	9.89980030059814
1.59033376257867	-0.483249068260193	1.91199994087219	0.0242934003472328	9.99979972839355
1.67389446869493	0.861664235591888	2.01200008392334	0.0276234000921249	10.0998001098633
1.75733608193696	-0.733137667179108	2.11199998855591	0.0276234000921249	10.1997995376587
1.84071809053421	0.125280946493149	2.21199989318848	0.0303879994899035	10.2996997833252
1.92386191338301	0.175449088215828	2.31200003623962	0.0303879994899035	10.3998003005981
2.00736313126981	0.0934557169675827	2.41199994087219	0.0319490991532803	10.4997997283936
2.09068553522229	-0.0901364237070084	2.51200008392334	0.0335281006991863	10.5998001098633
2.17406754381955	0.25561711192131	2.61199998855591	0.0348673015832901	10.6997995376587
2.25715176202357	0.681033670902252	2.71199989318848	0.0363290011882782	10.7997999191284
2.3408317938447	0.26650607585907	2.81200003623962	0.0378171987831593	10.8998003005981
2.42385640740395	1.34329307079315	2.91199994087219	0.0393614992499352	10.9997997283936
2.50729802064598	0.572144031524658	3.01200008392334	0.0406452007591724	11.0996999740601
2.59050144813955	1.16993236541748	3.11199998855591	0.0423413999378681	11.1997995376587
2.6738834567368	0.439056694507599	3.21199989318848	0.0437541007995605	11.2996997833252
2.75708665139973	0.447788923978806	3.31200003623962	0.0450503006577492	11.3998003005981
2.8402900788933	1.44459736347198	3.41199994087219	0.0480373986065388	11.4997997283936
2.92396987788379	0.830449223518372	3.51200008392334	0.0480373986065388	11.5998001098633
3.00735188648105	1.02403080463409	3.61199998855591	0.0495803989470005	11.6997995376587
3.09049570932984	0.787808656692505	3.71199989318848	0.0511348992586136	11.7997999191284
3.17435432225466	0.873031914234161	3.81200003623962	0.0525273010134697	11.8998003005981
3.25708114542067	1.16017436981201	3.91199994087219	0.0554738007485867	11.9996995925903
3.34058236330748	0.448430687189102	4.01200008392334	0.0554738007485867	12.0998001098633
3.42396437190473	0.577735841274261	4.11199998855591	0.0572151988744736	12.1997995376587
3.50710819475353	0.542133629322052	4.21199989318848	0.0586629994213581	12.2996997833252
3.59060941264033	1.22676539421082	4.31199979782104	0.0600881986320019	12.3997001647949
3.67381284013391	1.31393504142761	4.41200017929077	0.0616302005946636	12.4996995925903
3.75737342983484	1.21929037570953	4.51200008392334	0.0629654973745346	12.5998001098633
3.84057685732841	0.721391260623932	4.61199998855591	0.065999798476696	12.6997995376587
3.92383988946676	1.43506550788879	4.71199989318848	0.065999798476696	12.7996997833252
4.00728126987815	0.833458125591278	4.81199979782104	0.0675309002399445	12.8998003005981
4.09042509272695	1.52831077575684	4.91200017929077	0.0690599009394646	12.9997997283936
4.17362852022052	1.06616640090942	5.01200008392334	0.0703997015953064	13.1079998016357
4.25730831921101	0.869570553302765	5.11199998855591	0.0734774023294449	13.1997003555298
4.34051174670458	0.899470508098602	5.21199989318848	0.0734774023294449	13.2996997833252
4.42389398813248	1.54946804046631	5.31199979782104	0.0763607025146484	13.3997001647949
4.50709694996476	0.813142597675323	5.41200017929077	0.0763607025146484	13.4996995925903
4.59065800532699	1.57293450832367	5.51200008392334	0.0780249983072281	13.5998001098633
4.67380182817578	1.51216149330139	5.61199998855591	0.0794005021452904	13.6998996734619
4.75724320858717	1.23506104946136	5.71199989318848	0.0810265988111496	13.7996997833252
4.84062545001507	1.64578008651733	5.81199979782104	0.0838598012924194	13.8997001647949
4.92370966821909	0.729239702224731	5.91200017929077	0.0838598012924194	13.9996995925903
5.0073298625648	1.58704805374146	6.01200008392334	0.0855790004134178	14.0998001098633
5.09053329005837	1.36058390140533	6.11199998855591	0.0869401022791862	14.1997003555298
5.17415348440409	1.96369576454163	6.21199989318848	0.0887024030089378	14.2996997833252
5.25735691189766	2.03744101524353	6.31199979782104	0.0901061967015266	14.3998003005981
5.3401431068778	1.43058371543884	6.41200017929077	0.0913954973220825	14.4996995925903
5.42400171980262	1.15311503410339	6.51200008392334	0.0944247990846634	14.5996999740601
5.50714554265141	2.06141233444214	6.61199998855591	0.0944247990846634	14.6997995376587
5.59046817943454	1.98541581630707	6.71199989318848	0.0958866998553276	14.7996997833252
5.67402876913548	1.6474529504776	6.81199979782104	0.0974363014101982	14.8997001647949
5.7573514059186	1.56622231006622	6.91200017929077	0.0988401025533676	14.9996995925903
5.84043562412262	1.33187806606293	7.01200008392334	0.101853996515274	15.0996999740601
5.92387700453401	1.91366970539093	7.11199998855591	0.101853996515274	15.1997003555298
6.00737845525146	1.81635284423828	7.21199989318848	0.104846000671387	15.2996997833252
6.09064102172852	2.44814944267273	7.31199979782104	0.104846000671387	15.3997001647949
6.17360649630427	1.60208749771118	7.41200017929077	0.10639800131321	15.4996995925903
6.25764345750213	2.04437398910522	7.51200008392334	0.107882998883724	15.5996999740601
6.34043011814356	1.95033442974091	7.61199998855591	0.109511002898216	15.6997003555298
6.42369268462062	2.1393711566925	7.71199989318848	0.112455002963543	15.799599647522
6.50737294927239	2.2330002784729	7.81199979782104	0.112455002963543	15.8998003005981
6.59075472503901	1.72032475471497	7.91200017929077	0.113968998193741	15.9996995925903
6.67395815253258	2.32008051872253	8.01200008392334	0.115350998938084	16.0997009277344
6.7572807893157	2.08155965805054	8.11200046539307	0.116982996463776	16.1996994018555
6.84084137901664	2.05036568641663	8.21199989318848	0.118326999247074	16.2996997833252
6.92404480651021	1.56263470649719	8.3120002746582	0.119961000978947	16.3997001647949
7.00706942006946	2.6768913269043	8.41199970245361	0.1214369982481	16.3997001647949
7.09074921905994	2.23017024993896	8.51200008392334	0.122784003615379	16.5998001098633
7.17341667041183	2.73410320281982	8.61200046539307	0.124301001429558	16.6996994018555
7.25709646940231	2.18481016159058	8.71199989318848	0.125724002718925	16.7996997833252
7.3405378498137	1.63279223442078	8.8120002746582	0.127188995480537	16.8997001647949
7.42380088195205	1.91359078884125	8.91199970245361	0.128745004534721	16.9995994567871
7.50730186700821	2.5125732421875	9.01200008392334	0.130151003599167	17.0997009277344
7.59050529450178	2.19742441177368	9.11200046539307	0.133101999759674	17.1996002197266
7.67388753592968	2.17549920082092	9.21199989318848	0.133101999759674	17.2996006011963
7.75715056806803	2.3279869556427	9.3120002746582	0.134562000632286	17.3995990753174
7.8403539955616	2.03812479972839	9.41199970245361	0.136070996522903	17.4997005462646
7.9237362369895	2.44959616661072	9.51200008392334	0.137490004301071	17.5995998382568
8.00723675638437	2.89736390113831	9.61200046539307	0.140423998236656	17.6996002197266
8.09049978852272	2.47338342666626	9.71199989318848	0.140423998236656	17.7996997833252
8.17406084388494	2.48183155059814	9.8120002746582	0.141895994544029	17.8997001647949
8.25762096792459	2.4377338886261	9.91199970245361	0.143480002880096	17.9995994567871
8.34082439541817	1.90547931194305	10.0120000839233	0.14487299323082	18.0997009277344
8.42378940433264	2.26458883285522	10.1120004653931	0.147786006331444	18.1996002197266
8.50735045969486	2.41453051567078	10.2119998931885	0.147786006331444	18.2996006011963
8.59049428254366	2.95611691474915	10.3120002746582	0.150858998298645	18.3995990753174
8.67399573326111	2.42923331260681	10.4119997024536	0.150858998298645	18.4995994567871
8.75743757933378	2.30001759529114	10.5120000839233	0.152336001396179	18.6026992797852
8.84075928479433	2.21791887283325	10.6120004653931	0.153826996684074	18.6996002197266
8.92414152622223	2.46619248390198	10.7119998931885	0.155339002609253	18.7996006011963
9.00740455836058	2.54891705513	10.8120002746582	0.158225998282433	18.8995990753174
9.09066759049892	2.29779767990112	10.9119997024536	0.158225998282433	18.9997005462646
9.17375180870295	2.8136031627655	11.0120000839233	0.161134004592896	19.0995998382568
9.25677642226219	2.30270028114319	11.1120004653931	0.161134004592896	19.1996002197266
9.34075377881527	2.51668691635132	11.2119998931885	0.162589997053146	19.2996006011963
9.42401681095362	2.1119909286499	11.3120002746582	0.165396004915237	19.3995990753174
9.50722023844719	2.9398045539856	11.4119997024536	0.165396004915237	19.4995994567871
9.59096010774374	2.45122671127319	11.5120000839233	0.1683109998703	19.5997009277344
